,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue,land_cover_class,human_mediated/natural,proportion_agricultural_300m,shannon_idx_300m,top_class_300m
115,1260569799,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3179641,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Robertsville State Park, along the Meramec River, sandy riverbank in partial shade.",Missouri,PRESENT,2.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.435278,-90.825,,,160.0,,,,9/12/03,12.0,9.0,2003,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3179641,39056,Gerrit Davidse,1/1/03,CC_BY_4_0,Missouri Botanical Garden,Gerrit Davidse,,,48:43.4,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Water,natural,10.462219761970662,1.587384197190099,Deciduous Forest
116,1260570102,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3179862,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Bank of the Missouri River in the vicinity of the Weldon Springs Fishing Access, south of Hwy 40.",Missouri,PRESENT,1.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.6525,-90.7375,,,136.0,,,,10/18/03,18.0,10.0,2003,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3179862,39134,Gerrit Davidse,1/1/03,CC_BY_4_0,Missouri Botanical Garden,Gerrit Davidse,,,48:37.9,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Woody Wetlands,natural,33.46238938053098,1.4689988035417123,Cultivated Crops
117,1260570256,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3179832,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Campbell Bridge Public Fishing Access, at the intersection of Missouri Hwy. N and the Meramec River, southeast of Bourbon, river bank of the Meramec River.",Missouri,PRESENT,1.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.0825,-91.15,,,189.0,,,,9/28/03,28.0,9.0,2003,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3179832,39115,Gerrit Davidse,1/1/03,CC_BY_4_0,Missouri Botanical Garden,Gerrit Davidse,,,48:38.7,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Deciduous Forest,natural,46.68883347187587,1.2454087813349852,Pasture/Hay
118,1260570351,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3179846,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Cultivated flood plain, field near the Weldon Springs Fishing Access and Conservation Area along the Missouri River south of US Hwy. 40.",Missouri,PRESENT,1.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.650556,-90.750556,,,146.0,,,,10/18/03,18.0,10.0,2003,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3179846,39125,Gerrit Davidse,1/1/03,CC_BY_4_0,Missouri Botanical Garden,Gerrit Davidse,,,48:44.0,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Cultivated Crops,human_mediated,63.62631288004423,1.253763450852574,Cultivated Crops
119,1260570381,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3179850,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,Femme Osage Creek in the flood plain of the Missouri River in the vicinity of the Weldon Springs Fishing Access area; wet sand in exposed sand bar.,Missouri,PRESENT,1.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.649722,-90.752222,,,139.0,,,,10/18/03,18.0,10.0,2003,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3179850,39127,Gerrit Davidse,1/1/03,CC_BY_4_0,Missouri Botanical Garden,Gerrit Davidse,,,48:38.7,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Cultivated Crops,human_mediated,67.29490022172949,1.175054547748395,Cultivated Crops
120,1260666191,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:3266791,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Valle Escondido,"""" end of Hillview Dr., between I-44 and Route 66, 1.8 km SW of Allenton, ca. 2 mi NE of Pacific; weedy area.",Missouri,PRESENT,2.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.496389,-90.7125,,,300.0,,,,10/3/06,3.0,10.0,2006,8577467,8577467,PRESERVED_SPECIMEN,UMO,Tropicos,3266791,97788,G. Yatskievych,1/1/09,CC_BY_4_0,Missouri Botanical Garden,Thomas B. Croat,,,26:37.7,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_INSTITUTION,Deciduous Forest,natural,14.864115363283418,1.5138641201066427,Deciduous Forest
121,1260938131,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3513044,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Sandy Island Eagle Sanctuary (The Nature Conservancy), 3 mi E of Winfield, N edge of property, 150 yards W of NE corner and 50 yards S of Mississippi River several pistillate and staminate plants growing on unshaded mudflats near river",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.99472,-90.69638,,,131.06,,,,10/10/96,10.0,10.0,1996,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3513044,2737,,,CC_BY_4_0,Missouri Botanical Garden,Carl E. Darigo,,,48:48.6,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Cultivated Crops,human_mediated,74.62645268400664,0.9817138822924084,Cultivated Crops
122,1260944512,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3518840,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Williamsburg, Koenig Property; meadow between trailer and restored prairie, 50 yards S of trailer several plants growing in unshaded, disturbed, grassy meadow",Missouri,PRESENT,1.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.918333,-91.686111,,,245.36,,,,10/9/95,9.0,10.0,1995,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3518840,10,,,CC_BY_4_0,Missouri Botanical Garden,Pat Harris,,,48:48.1,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Cultivated Crops,human_mediated,69.26490984743413,1.226843223480919,Cultivated Crops
123,1260948300,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3522256,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,Allred Lake beside boardwalk,Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,36.52333,-90.42194,,,,,,,10/23/00,23.0,10.0,2000,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3522256,1308,,,CC_BY_4_0,Missouri Botanical Garden,Stan Hudson,,,48:42.8,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,"Developed, Low Intensity",human_mediated,66.25172890733056,0.7917509964753779,Cultivated Crops
124,1260948349,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3522284,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Highway Z, S of Rombauer edge of rice field",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,36.82833,-90.27111,,,,,,,8/21/93,21.0,8.0,1993,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3522284,177,,,CC_BY_4_0,Missouri Botanical Garden,Stan Hudson,,,48:42.0,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Cultivated Crops,human_mediated,92.80376418488792,0.3268927726999882,Cultivated Crops
125,1260948857,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3522743,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,Sand Ponds Tract sand Ponds,Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,36.50833,-90.60305,,,,,,,6/19/92,19.0,6.0,1992,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3522743,s.n.,,,CC_BY_4_0,Missouri Botanical Garden,Stan Hudson,,,48:42.0,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Woody Wetlands,natural,62.47576848518416,0.7841562879100266,Cultivated Crops
126,1260978898,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3550053,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"On County Road 816, 1/4 mi W of old Cull Store at low water bridge on Elk Creek roadside ditch",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,36.73055,-91.68472,,,,,,,7/28/94,28.0,7.0,1994,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3550053,6826,,,CC_BY_4_0,Missouri Botanical Garden,Bill Summers,,,48:48.6,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,"Developed, Open Space",human_mediated,62.62850791886635,0.86073359205453,Pasture/Hay
127,1260979127,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3550245,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Eleven Point River at Blowing Springs, about midway between County Road 200 and Highway W gravel bar on the Eleven Point River opposite mouth of Snow Hollow and Blowing Springs",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,36.85305,-91.68527,,,,,,,9/14/94,14.0,9.0,1994,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3550245,7107,,,CC_BY_4_0,Missouri Botanical Garden,Bill Summers,,,48:43.3,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Deciduous Forest,natural,10.514665190924184,0.5534514398420302,Deciduous Forest
128,1260979171,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3550274,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,2 mi North of Brandsville on County Road SE 979 at low water bridge on Howell Creek gravelly moist stream bed,Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,36.6875,-91.70388,,,,,,,9/29/94,29.0,9.0,1994,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3550274,7203,,,CC_BY_4_0,Missouri Botanical Garden,Bill Summers,,,48:42.7,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Deciduous Forest,natural,43.85575589459085,0.9048976846947536,Deciduous Forest
129,1260982063,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3552898,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Prairie State Park, ca. 5.5 km N of Mindenmine (Highway 160) frequent over area",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,37.51361,-94.56222,,,,,,,7/10/96,10.0,7.0,1996,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3552898,13195,,,CC_BY_4_0,Missouri Botanical Garden,Stephen L. Timme,,,48:49.4,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,Pasture/Hay,human_mediated,89.43839061190276,0.4952426962687957,Pasture/Hay
130,1260984378,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:3555019,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"4500 block of Shaw Avenue, just W of railroad crossing on S side of road; in area of fill dirt storage; scattered plants in loose soil, with numerous procumbent stems radiating from rootstock; with grasses, Cyperus, Heterotheca, Datura, Chenopodium.",Missouri,PRESENT,1.0,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.619445,-90.263889,,,152.4,,,,10/9/02,9.0,10.0,2002,8577467,8577467,PRESERVED_SPECIMEN,UMO,Tropicos,3555019,Feb-79,G. Yatskievych (MO),1/1/02,CC_BY_4_0,Missouri Botanical Garden,George Yatskievych,,,26:48.5,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;AMBIGUOUS_INSTITUTION,"Developed, High Intensity",human_mediated,0.0,1.0535267124760972,"Developed, Medium Intensity"
131,1260985135,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3555685,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"NE corner of intersection of Big Bend Road and Dougherty Ferry Road, St. Louis metropolitan area land recently cleared for housing subdivision, formerly part of Grand Glaize Creek floodplain; open with gravelly to clayey soil; scattered, erect to 1.5 m tall; staminatedominated by scattered plants of Ambrosia, Chenopodium, Amaranthus, Polygonum, and g",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.56777,-90.48222,,,132.59,,,,9/24/95,24.0,9.0,1995,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3555685,95-136,,,CC_BY_4_0,Missouri Botanical Garden,George Yatskievych;Kay Yatskievych,,,48:44.4,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,"Developed, Open Space",human_mediated,0.3319502074688797,1.5674668841106605,"Developed, Open Space"
132,1260985145,7bd65a7a-f762-11e1-a439-00145eb45e9a,urn:catalog:MO:Tropicos:3555684,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"NE corner of intersection of Big Bend Road and Dougherty Ferry Road, St. Louis metropolitan area land recently cleared for housing subdivision, formerly part of Grand Glaize Creek floodplain; open with gravelly to clayey soil; scattered, erect to 1.5 m tall; pistillatedominated by scattered plants of Ambrosia, Chenopodium, Amaranthus, Polygonum, and",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.56777,-90.48222,,,132.59,,,,9/24/95,24.0,9.0,1995,8577467,8577467,PRESERVED_SPECIMEN,MO,Tropicos,3555684,95-135,,,CC_BY_4_0,Missouri Botanical Garden,George Yatskievych;Kay Yatskievych,,,48:42.9,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY,"Developed, Open Space",human_mediated,0.3319502074688797,1.5674668841106605,"Developed, Open Space"
133,1260987736,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:3558023,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,Collected from the NW portion of Dalton Cutoff Lake; ca. 1.25 mi S on County Rd 409 from the intersection of 409 and Hwy M and is near the Missouri River at river mile 248.0 L oxbow lake near the river,Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,39.37666,-93.03138,,,188.98,,,,7/16/97,16.0,7.0,1997,8577467,8577467,PRESERVED_SPECIMEN,UMO,Tropicos,3558023,Dalt-97-12,,,CC_BY_4_0,Missouri Botanical Garden,Dianne Martin,,,26:48.7,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;AMBIGUOUS_INSTITUTION,Emergent Herbaceous Wetlands,natural,40.19444444444444,1.4023683331065944,Cultivated Crops
134,1260987812,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:3558118,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Collected from study site S-21, S of Hwy 24; near the Missouri River at river mile 246.4 L scoured area created by the flood of 1993 that is directly connected to the river",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,39.35777,-93.07083,,,192.02,,,,7/16/97,16.0,7.0,1997,8577467,8577467,PRESERVED_SPECIMEN,UMO,Tropicos,3558118,S21-97-21,,,CC_BY_4_0,Missouri Botanical Garden,Dianne Martin,,,26:48.6,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;AMBIGUOUS_INSTITUTION,Deciduous Forest,natural,58.26159400166621,1.2519477295004862,Cultivated Crops
135,1260988121,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:3558454,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Collected from study site S-21, S of Hwy 24; near the Missouri River at river mile 246.4 L scoured area created by the flood of 1993 that is directly connected to the river",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,39.35777,-93.07083,,,192.02,,,,9/26/95,26.0,9.0,1995,8577467,8577467,PRESERVED_SPECIMEN,UMO,Tropicos,3558454,P-19,,,CC_BY_4_0,Missouri Botanical Garden,"Mazourek, J.",,,26:48.7,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;AMBIGUOUS_INSTITUTION,Deciduous Forest,natural,58.76145515134685,1.2266885036268316,Cultivated Crops
136,1260988127,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:3558381,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,Collected from the NW portion of Dalton Cutoff Lake; ca. 1.25 mi S on County Rd 409 from the intersection of 409 and Hwy M and is near the Missouri River at river mile 248.0 L oxbow lake near the river,Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,39.37666,-93.03138,,,188.98,,,,7/13/94,13.0,7.0,1994,8577467,8577467,PRESERVED_SPECIMEN,UMO,Tropicos,3558381,A-28,,,CC_BY_4_0,Missouri Botanical Garden,"Mazourek, J.",,,26:48.7,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;AMBIGUOUS_INSTITUTION,Emergent Herbaceous Wetlands,natural,40.44444444444444,1.401129767342479,Cultivated Crops
137,1260988158,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:3558429,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Collected from study site S-21, S of Hwy 24; near the Missouri River at river mile 246.4 L scoured area created by the flood of 1993 that is directly connected to the river",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,39.35777,-93.07083,,,192.02,,,,8/22/95,22.0,8.0,1995,8577467,8577467,PRESERVED_SPECIMEN,UMO,Tropicos,3558429,K-31,,,CC_BY_4_0,Missouri Botanical Garden,"Mazourek, J.",,,26:48.8,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;AMBIGUOUS_INSTITUTION,Deciduous Forest,natural,58.76145515134685,1.2266885036268316,Cultivated Crops
138,1260988216,e053ff53-c156-4e2e-b9b5-4462e9625424,urn:catalog:MO:Tropicos:3558485,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Amaranthus,Amaranthus tuberculatus,,SPECIES,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus (Moq.) J.D. Sauer,(Moq.) J.D. Sauer,US,"Collected from study site T- Plowboy North, NE of Jamestown, MO; Plowboy Bend Conservation Area near the Missouri River; river mile 170.0 L unfarmed temporary wetland",Missouri,PRESENT,,90fd6680-349f-11d8-aa2d-b8a03c50a862,38.81222,-92.40666,,,171.3,,,,7/2/96,2.0,7.0,1996,8577467,8577467,PRESERVED_SPECIMEN,UMO,Tropicos,3558485,TPBN-7,,,CC_BY_4_0,Missouri Botanical Garden,"Mazourek, J.",,,26:48.7,,GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;AMBIGUOUS_INSTITUTION,Cultivated Crops,human_mediated,56.65093029713968,1.6222905092035145,Cultivated Crops
