Sample,Homo,Het,Haploid.Cov,Error.Rate,Model.Fit,Genome.Size..b.,Genome.Size..Mb.,Label,Pop.x,Family,Env.x,Sex,Treatment,Sample.1,EPSPS_het,EPSPS_cov,EPSPS_copy,EPSPS_err,EPSPS_fit,EPSPS_length,scaling,EPSPS_scaledcov,EPSPS_scaledcopy,EPSPS_mapped_cov_mean,EPSPS_mapped_cov_var,Env.y,Pop.y,Unnamed: 28,Unnamed: 29,Pair,plinkorder,sample2,decimalLongitude,decimalLatitude,SeqNames,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,year,land_cover_class,top_class_1000m,proportion_agricultural_1000m,shannon_idx_1000m,proportion_natural_1000m,Unnamed: 49,Unnamed: 50,BIO4 = Temperature Seasonality (standard deviation ×100),Shannon idx,fipsx,"2,4-D",ATRAZINE,DICAMBA,GLUF OSINATE,GLYPHOSATE,METOLACHLOR,bio_17,bio_10,bio_01,bio_04,bio_15
5151,97.0,3.04,13.6,0.00213,0.801,543068419.0,543.068419,Keysport_Nat_9_F_Wa,Keysport,9.0,Nat,F,Wa,5151.0,0.0246,12.9,0.8657718121,0.00525,0.983,14361.0,1.4361,18.52569,1.243334899,1.137551,0.699117,Natural,Keysport,,,5.0,132.0,5151.0,-89.277403,38.732444,P5_Nat,,,,,,,,2018,Water,Water,23.25131324,1.734988754,23.25131324,,,,,17027,13529.3,65777.3,8703.3,16995.6,103356.1,2734.1,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5156,97.0,2.98,14.2,0.00267,0.665,551839569.0,551.839569,Kakanee_Nat_152_M_Co,Kakanee,152.0,Nat,M,Co,5156.0,0.057,15.5,1.139705882,0.00472,0.309,11968.0,1.1968,18.5504,1.364,1.115935,0.205184,Natural,Kakanee,,,14.0,84.0,5156.0,-87.89857297,41.15132703,P14_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",5.109085888,1.724995542,5.109085888,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5157,90.0,10.0,21.0,0.0125,0.99,241510763.0,241.510763,WeldonSprings_Nat_117_M_Co,WeldonSprings,117.0,Nat,M,Co,5157.0,0.0252,10.7,0.7535211268,0.00576,0.64,12373.0,1.2373,13.23911,0.9323316901,1.040081,0.256216,Natural,WeldonSprings,,,8.0,144.0,5157.0,-90.73639403,38.65643696,P8_Nat,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,32.41895262,1.606827745,32.41895262,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5161,90.4,9.62,18.2,0.012,1.03,239357197.0,239.357197,Greentree_Nat_145_M_Co,Greentree,145.0,Nat,M,Co,5161.0,0.0196,10.5,0.5,0.00755,0.105,10445.0,1.0445,10.96725,0.52225,1.050682,0.220579,Natural,Greentree,,,7.0,162.0,5161.0,-90.447501,38.558781,P7_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Open Space",0.996126176,1.933408582,0.996126176,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5163,97.3,2.66,13.5,0.00267,0.861,549144994.0,549.144994,Lawrence_Nat_185_F_So,Lawrence,185.0,Nat,F,So,5163.0,0.000935,54.7,3.005494505,0.00622,0.832,10906.0,1.0906,59.65582,3.277792308,4.063073,0.639109,Natural,Lawrence,,,17.0,135.0,5163.0,-95.241462,38.927036,P17_Nat,,,,,,,,2018,"Developed, Medium Intensity",Pasture/Hay,41.77392278,1.872383738,41.77392278,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5165,96.8,3.15,11.7,0.00166,0.663,568801169.0,568.801169,Mulberry_Ag_44_M_So,Mulberry,44.0,Ag,M,So,5165.0,0.0085,56.2,4.162962963,0.0041,0.912,10685.0,1.0685,60.0497,4.448125926,4.552724,1.017472,Agricultural,Mulberry,,,5.0,137.0,5165.0,-89.272475,38.755485,P5_Ag,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,39.82300885,1.76620195,39.82300885,,,,,17005,6741.0,24958.5,8448.9,4030.5,60385.5,3878.4,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5169,97.3,2.7,15.0,0.00177,0.862,549593644.0,549.593644,Maume_Nat_135_M_Wa,Maume,135.0,Nat,M,Wa,5169.0,0.00181,41.7,3.564102564,0.00667,1.96,11054.0,1.1054,46.09518,3.939758974,2.944147,0.611071,Natural,Maume,,,1.0,186.0,5169.0,-83.66247503,41.55656599,P1_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",4.182825485,2.059166944,4.182825485,,,,,39095,4022.6,12178.8,617.0,1442.2,23929.0,1283.7,2.7012604e-08,296.11554,283.69983,1012.9189,0.2776276
5170,97.4,2.62,12.7,0.00268,0.844,534982711.0,534.982711,WSCSoy2_Ag_118_F_So,WSCSoy2,118.0,Ag,F,So,5170.0,0.0277,13.0,0.8666666667,0.00468,0.248,11652.0,1.1652,15.1476,1.00984,1.02848,0.090901,Agricultural,WSCSoy2,,,8.0,177.0,5170.0,-90.7440433,38.6589929,P8_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,40.76327434,1.619972313,40.76327434,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5171,97.6,2.41,12.3,0.00273,0.794,529004467.0,529.004467,Kansas_Nat_99_M_Co,Kansas,99.0,Nat,M,Co,5171.0,0.0108,19.5,1.535433071,0.00487,1.51,10935.0,1.0935,21.32325,1.678996063,1.493698,0.172289,Natural,Kansas,,,16.0,82.0,5171.0,-95.239938,39.001464,P16_Nat,,,,,,,,2018,Woody Wetlands,Cultivated Crops,39.82127897,1.933302765,39.82127897,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,9.440709e-09,299.20645,285.90796,1073.8074,0.5576726
5176,97.3,2.68,11.8,0.00219,0.571,552899347.0,552.899347,Chesterfield_Ag_82_M_Co,Chesterfield,82.0,Ag,M,Co,5176.0,0.0224,12.1,0.9837398374,0.00497,0.358,11341.0,1.1341,13.72261,1.11565935,1.066766,0.260602,Agricultural,Chesterfield,,,7.0,140.0,5176.0,-90.63545798,38.66890403,P7_Ag,,,,,,,,2018,"Developed, Low Intensity","Developed, Medium Intensity",9.501385042,1.593606223,9.501385042,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5183,97.2,2.84,12.1,0.00284,0.888,540985363.0,540.985363,Knox_Nat_29_F_Co,Knox,29.0,Nat,F,Co,5183.0,0.0145,14.5,1.228813559,0.00602,1.48,12325.0,1.2325,17.87125,1.514512712,1.242624,0.356323,Natural,Knox,,,15.0,141.0,5183.0,-86.746256,41.31732501,P15_Nat,,,,,,,,2018,Woody Wetlands,Woody Wetlands,19.61325967,1.20115978,19.61325967,,,,,18149,2756.5,13171.5,7393.4,1462.6,47365.2,4466.7,3.228768e-08,296.8684,284.2088,1039.7712,0.35223144
5189,96.8,3.24,14.0,0.0037,0.95,494482592.0,494.482592,Kakanee_Nat_127_M_Co,Kakanee,127.0,Nat,M,Co,5189.0,0.0228,15.4,1.272727273,0.00397,0.668,11932.0,1.1932,18.37528,1.518618182,1.290373,0.296038,Natural,Kakanee,,,14.0,185.0,5189.0,-87.89857297,41.15132703,P14_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",5.109085888,1.724995542,5.109085888,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5197,97.3,2.68,12.0,0.00209,0.743,566948585.0,566.948585,Granite_Ag_144_F_Co,Granite,144.0,Ag,F,Co,5197.0,0.0145,17.8,1.271428571,0.0052,0.483,11427.0,1.1427,20.34006,1.452861429,1.48197,0.264605,Agricultural,Granite,,,6.0,28.0,5197.0,-90.065665,38.670222,P6_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,56.39534884,1.530050444,56.39534884,,,,,17119,10957.8,47218.0,11931.3,5652.4,93448.2,5852.5,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5202,97.2,2.77,16.6,0.00326,0.849,517077221.0,517.077221,FoxRidge_Nat_109_F_Co,FoxRidge,109.0,Nat,F,Co,5202.0,0.0153,17.1,1.425,0.00375,0.223,11845.0,1.1845,20.25495,1.6879125,1.148874,0.160143,Natural,FoxRidge,,,4.0,139.0,5202.0,-88.163216,39.393248,P4_Nat,,,,,,,,2018,Woody Wetlands,Deciduous Forest,35.66105437,1.564507448,35.66105437,,,,,17029,15017.6,56152.7,17407.8,15476.6,100204.3,5063.0,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5203,97.4,2.59,13.1,0.00215,0.565,540534263.0,540.534263,Baldwin_Ag_68_M_Co,Baldwin,68.0,Ag,M,Co,5203.0,0.000109,105.0,6.325301205,0.00253,1.69,10265.0,1.0265,107.7825,6.492921687,8.300403,2.766685,Agricultural,Baldwin,,,17.0,143.0,5203.0,-95.171401,38.782048,P17_Ag,,,,,,,,2018,"Developed, Open Space",Pasture/Hay,45.95875139,1.717661031,45.95875139,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5204,97.5,2.49,12.2,0.00271,0.809,547903891.0,547.903891,Lawrence_Nat_67_F_So,Lawrence,67.0,Nat,F,So,5204.0,0.00202,30.6,2.335877863,0.00607,1.42,10991.0,1.0991,33.63246,2.567363359,2.563452,0.42963,Natural,Lawrence,,,17.0,147.0,5204.0,-95.241462,38.927036,P17_Nat,,,,,,,,2018,"Developed, Medium Intensity",Pasture/Hay,41.77392278,1.872383738,41.77392278,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5205,97.3,2.69,12.8,0.00193,0.668,550217703.0,550.217703,MarkTwain_Nat_87_M_Wa,MarkTwain,87.0,Nat,M,Wa,5205.0,0.147,23.4,1.918032787,0.0115,1.13,5484.0,0.5484,12.83256,1.05184918,1.039339,0.178191,Natural,MarkTwain,,,10.0,62.0,5205.0,-91.68243396,39.46407096,P10_Nat,,,,,,,,2018,Barren Land,Deciduous Forest,33.64797335,1.603964952,33.64797335,,,,,29173,6181.3,21133.4,3478.9,16007.1,46770.7,8687.6,2.3983871e-08,298.90726,286.15054,1057.2158,0.35395035
5206,97.3,2.71,13.0,0.00288,0.775,528749847.0,528.749847,FoxRidge_Nat_189_F_Co,FoxRidge,189.0,Nat,F,Co,5206.0,0.00617,13.1,1.0234375,0.00369,1.98,14261.0,1.4261,18.68191,1.459524219,1.133237,0.32685,Natural,FoxRidge,,,4.0,149.0,5206.0,-88.163216,39.393248,P4_Nat,,,,,,,,2018,Woody Wetlands,Deciduous Forest,35.66105437,1.564507448,35.66105437,,,,,17029,15017.6,56152.7,17407.8,15476.6,100204.3,5063.0,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5208,96.8,3.2,13.6,0.00196,0.621,570882695.0,570.882695,Browning_Nat_21_F_Co,Browning,21.0,Nat,F,Co,5208.0,0.0239,13.9,1.069230769,0.00566,0.281,11930.0,1.193,16.5827,1.275592308,1.068036,0.310668,Natural,Browning,,,11.0,151.0,5208.0,-90.36914203,40.12487104,P11_Nat,,,,,,,,2018,Emergent Herbaceous Wetlands,Emergent Herbaceous Wetlands,10.8130531,1.803900162,10.8130531,,,,,17169,3751.2,33578.0,5021.8,2793.5,48683.3,1251.0,2.3356357e-08,298.07678,285.13168,1087.3728,0.37279233
5209,97.0,3.04,11.6,0.00183,0.555,571681182.0,571.681182,Pontoon_Nat_143_F_Co,Pontoon,143.0,Nat,F,Co,5209.0,0.00127,82.5,6.066176471,0.00835,3.38,11238.0,1.1238,92.7135,6.817169118,7.344317,3.544975,Natural,Pontoon,,,6.0,152.0,5209.0,-90.068054,38.699066,P6_Nat,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,42.34383637,1.522509971,42.34383637,,,,,17119,10957.8,47218.0,11931.3,5652.4,93448.2,5852.5,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5213,96.8,3.17,17.0,0.00293,0.809,511970280.0,511.97028,Pekin_Nat_168_M_Co,Pekin,168.0,Nat,M,Co,5213.0,0.0225,17.4,1.5,0.00393,0.376,11995.0,1.1995,20.8713,1.79925,1.153911,0.194544,Natural,Pekin,,,12.0,154.0,5213.0,-89.65567603,40.57469501,P12_Nat,,,,,,,,2018,"Developed, Medium Intensity",Cultivated Crops,29.4329184,1.881461538,29.4329184,,,,,17179,18770.4,66467.7,22680.2,5013.6,145886.1,4884.3,2.34655e-08,297.3527,284.3939,1084.3057,0.47166124
5216,97.0,2.99,14.7,0.00306,0.987,519425910.0,519.42591,Mccombe_Ag_138_M_Wa,Mccombe,138.0,Ag,M,Wa,5216.0,0.00309,16.4,0.9647058824,0.00569,0.77,11971.0,1.1971,19.63244,1.154849412,1.203422,0.511548,Agricultural,Mccombe,,,2.0,120.0,5216.0,-83.78943597,41.06360497,P2_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,85.55617045,0.7680947532,85.55617045,,,,,39063,18613.7,48696.8,2929.9,6853.9,109614.5,5550.2,2.747639e-08,296.08673,284.08786,990.5662,0.29595977
5219,97.0,2.95,15.9,0.0029,0.687,518099772.0,518.099772,Blanchard_Nat_3_M_Wa,Blanchard,3.0,Nat,M,Wa,5219.0,0.00752,8.26,0.5619047619,0.00464,0.776,24460.0,2.446,20.20396,1.374419048,1.132103,0.226376,Natural,Blanchard,,,2.0,86.0,5219.0,-83.81345096,41.03727398,P2_Nat,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,88.44665561,0.5509650899,88.44665561,,,,,39063,18613.7,48696.8,2929.9,6853.9,109614.5,5550.2,2.747639e-08,296.08673,284.08786,990.5662,0.29595977
5220,97.3,2.69,12.2,0.00221,0.833,565456532.0,565.456532,WeldonSprings_Nat_49_M_So,WeldonSprings,49.0,Nat,M,So,5220.0,0.201,21.9,1.377358491,0.00948,1.82,6696.0,0.6696,14.66424,0.9222792453,1.030406,0.279434,Natural,WeldonSprings,,,8.0,156.0,5220.0,-90.73639403,38.65643696,P8_Nat,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,32.41895262,1.606827745,32.41895262,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5221,97.0,2.98,12.2,0.00277,0.929,556893969.0,556.893969,Knox_Nat_154_M_So,Knox,154.0,Nat,M,So,5221.0,0.00579,7.25,0.5942622951,0.00381,0.193,23831.0,2.3831,17.277475,1.416186475,1.168781,0.611269,Natural,Knox,,,15.0,114.0,5221.0,-86.746256,41.31732501,P15_Nat,,,,,,,,2018,Woody Wetlands,Woody Wetlands,19.61325967,1.20115978,19.61325967,,,,,18149,2756.5,13171.5,7393.4,1462.6,47365.2,4466.7,3.228768e-08,296.8684,284.2088,1039.7712,0.35223144
5222,97.1,2.88,14.9,0.0045,0.797,514659776.0,514.659776,Bradley_Ag_96_M_Co,Bradley,96.0,Ag,M,Co,5222.0,0.0266,16.1,1.319672131,0.00587,0.25,10876.0,1.0876,17.51036,1.43527541,1.174011,0.098013,Agricultural,Bradley,,,14.0,157.0,5222.0,-87.81988903,41.16467102,P14_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,69.40071803,0.983290477,69.40071803,,,,,17091,7599.6,67040.6,9814.2,9303.1,108801.1,7824.2,2.6512279e-08,296.63098,283.97635,1040.8037,0.32317045
5223,97.3,2.65,11.7,0.00278,0.927,537675652.0,537.675652,Keysport_Nat_179_F_Wa,Keysport,179.0,Nat,F,Wa,5223.0,0.00639,21.3,1.429530201,0.00779,1.56,11569.0,1.1569,24.64197,1.65382349,2.124318,0.319289,Natural,Keysport,,,5.0,18.0,5223.0,-89.277403,38.732444,P5_Nat,,,,,,,,2018,Water,Water,23.25131324,1.734988754,23.25131324,,,,,17027,13529.3,65777.3,8703.3,16995.6,103356.1,2734.1,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5225,97.5,2.48,12.0,0.00206,0.618,551749948.0,551.749948,Nunemaker_Ag_194_M_Co,Nunemaker,194.0,Ag,M,Co,5225.0,0.0015,51.7,4.418803419,0.00472,0.997,10820.0,1.082,55.9394,4.781145299,4.391334,0.795815,Agricultural,Nunemaker,,,16.0,112.0,5225.0,-95.215847,38.988681,P16_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,47.75578478,1.710170229,47.75578478,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5227,97.5,2.54,13.0,0.00253,0.807,542150741.0,542.150741,Chesterfield_Ag_14_F_Wa,Chesterfield,14.0,Ag,F,Wa,5227.0,0.00635,13.5,1.125,0.00403,0.501,10984.0,1.0984,14.8284,1.2357,1.022787,0.103811,Agricultural,Chesterfield,,,7.0,159.0,5227.0,-90.63545798,38.66890403,P7_Ag,,,,,,,,2018,"Developed, Low Intensity","Developed, Medium Intensity",9.501385042,1.593606223,9.501385042,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5233,97.5,2.54,13.0,0.00236,0.801,548881820.0,548.88182,Hickory_Ag_122_F_Wa,Hickory,122.0,Ag,F,Wa,5233.0,0.00423,29.9,2.3,0.0095,1.77,11510.0,1.151,34.4149,2.6473,2.616637,0.853029,Agricultural,Hickory,,,11.0,88.0,5233.0,-90.26269396,40.17519498,P11_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,68.22585109,1.123717256,68.22585109,,,,,17169,3751.2,33578.0,5021.8,2793.5,48683.3,1251.0,2.3356357e-08,298.07678,285.13168,1087.3728,0.37279233
5234,97.4,2.61,13.1,0.00253,0.624,538210723.0,538.210723,WSCSoy2_Ag_50_M_Wa,WSCSoy2,50.0,Ag,M,Wa,5234.0,0.0218,13.8,1.061538462,0.00569,0.36,11441.0,1.1441,15.78858,1.214506154,1.096516,0.288624,Agricultural,WSCSoy2,,,8.0,30.0,5234.0,-90.7440433,38.6589929,P8_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,40.76327434,1.619972313,40.76327434,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5238,97.4,2.56,12.6,0.0029,0.937,521327077.0,521.327077,Nunemaker_Ag_184_M_Co,Nunemaker,184.0,Ag,M,Co,5238.0,0.0117,19.3,1.473282443,0.00549,1.51,11514.0,1.1514,22.22202,1.696337405,1.708867,0.170021,Agricultural,Nunemaker,,,16.0,134.0,5238.0,-95.215847,38.988681,P16_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,47.75578478,1.710170229,47.75578478,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5239,97.0,2.96,15.8,0.00292,0.84,520467633.0,520.467633,Mulberry_Ag_165_F_Co,Mulberry,165.0,Ag,F,Co,5239.0,0.0132,66.3,5.261904762,0.00626,5.3,11312.0,1.1312,74.99856,5.952266667,4.607203,0.815994,Agricultural,Mulberry,,,5.0,161.0,5239.0,-89.272475,38.755485,P5_Ag,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,39.82300885,1.76620195,39.82300885,,,,,17005,6741.0,24958.5,8448.9,4030.5,60385.5,3878.4,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5242,97.2,2.84,13.0,0.00261,0.731,532140988.0,532.140988,Mulberry_Ag_78_F_So,Mulberry,78.0,Ag,F,So,5242.0,0.453,25.3,1.601265823,0.0131,1.18,5278.0,0.5278,13.35334,0.8451481013,1.105622,0.203483,Agricultural,Mulberry,,,5.0,104.0,5242.0,-89.272475,38.755485,P5_Ag,,,,,,,,2018,"Developed, Open Space",Cultivated Crops,39.82300885,1.76620195,39.82300885,,,,,17005,6741.0,24958.5,8448.9,4030.5,60385.5,3878.4,3.4570604e-08,298.82028,286.79904,1015.1073,0.33375627
5244,96.9,3.06,14.4,0.00274,0.673,534214539.0,534.214539,Nunemaker_Ag_132_F_So,Nunemaker,132.0,Ag,F,So,5244.0,0.0186,37.2,2.861538462,0.00498,1.87,11221.0,1.1221,41.74212,3.210932308,2.672092,0.438378,Agricultural,Nunemaker,,,16.0,173.0,5244.0,-95.215847,38.988681,P16_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,47.75578478,1.710170229,47.75578478,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5247,96.9,3.12,13.8,0.00278,0.809,533591101.0,533.591101,Prairie_Ag_155_F_Wa,Prairie,155.0,Ag,F,Wa,5247.0,0.0174,34.9,2.423611111,0.00436,2.49,11626.0,1.1626,40.57474,2.817690278,2.67012,0.521067,Agricultural,Prairie,,,15.0,169.0,5247.0,-86.73699299,41.35604002,P15_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,73.9430782,1.042447828,73.9430782,,,,,18091,5810.3,24744.9,15466.4,3062.3,94312.4,9192.4,3.228768e-08,296.8684,284.2088,1039.7712,0.35223144
5249,97.5,2.48,11.6,0.00266,1.02,542877079.0,542.877079,Chesterfield_Ag_116_M_Co,Chesterfield,116.0,Ag,M,Co,5249.0,0.000797,39.1,2.833333333,0.00434,2.84,10826.0,1.0826,42.32966,3.067366667,3.407712,0.69218,Agricultural,Chesterfield,,,7.0,158.0,5249.0,-90.63545798,38.66890403,P7_Ag,,,,,,,,2018,"Developed, Low Intensity","Developed, Medium Intensity",9.501385042,1.593606223,9.501385042,,,,,29189,223.2,750.5,92.7,2855.7,2162.1,324.4,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5258,97.1,2.9,14.1,0.00282,0.689,531800500.0,531.8005,Granite_Ag_80_F_Co,Granite,80.0,Ag,F,Co,5258.0,0.0136,41.6,3.586206897,0.00433,3.97,11659.0,1.1659,48.50144,4.181158621,3.179662,0.599457,Agricultural,Granite,,,6.0,59.0,5258.0,-90.065665,38.670222,P6_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,56.39534884,1.530050444,56.39534884,,,,,17119,10957.8,47218.0,11931.3,5652.4,93448.2,5852.5,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
5261,97.1,2.9,11.0,0.0025,0.679,503901997.0,503.901997,Greenup_Ag_163_M_Wa,Greenup,163.0,Ag,M,Wa,5261.0,0.0254,12.2,0.865248227,0.00514,0.274,10850.0,1.085,13.237,0.9387943262,1.223277,0.214245,Agricultural,Greenup,,,4.0,165.0,5261.0,-88.139778,39.305104,P4_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,56.18442849,1.282806593,56.18442849,,,,,17035,9109.4,29150.7,11422.7,10059.2,58719.1,3004.6,3.3615564e-08,298.33832,286.11453,1032.1761,0.3376125
5262,97.5,2.49,12.4,0.00278,1.02,505064603.0,505.064603,HWY66_Ag_126_M_Wa,HWY66,126.0,Ag,M,Wa,5262.0,1e-05,12.5,1.136363636,0.00457,0.829,12694.0,1.2694,15.8675,1.4425,1.189271,0.266777,Agricultural,HWY66,,,13.0,52.0,5262.0,-88.66930699,40.82949003,P13_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,88.32136941,0.4664604114,88.32136941,,,,,17105,13684.8,112573.9,19155.7,18440.1,195493.8,14489.9,2.3720114e-08,297.04355,284.3794,1066.926,0.35993263
5264,97.2,2.77,13.0,0.00213,0.737,545535279.0,545.535279,Baldwin_Ag_174_M_Co,Baldwin,174.0,Ag,M,Co,5264.0,0.0227,12.9,1.040322581,0.00439,0.821,13262.0,1.3262,17.10798,1.379675806,1.155394,0.677837,Agricultural,Baldwin,,,17.0,72.0,5264.0,-95.171401,38.782048,P17_Ag,,,,,,,,2018,"Developed, Open Space",Pasture/Hay,45.95875139,1.717661031,45.95875139,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5268,97.3,2.75,13.7,0.00177,0.797,558050143.0,558.050143,Prairie_Ag_130_M_Wa,Prairie,130.0,Ag,M,Wa,5268.0,0.000982,56.8,4.369230769,0.00491,1.39,10800.0,1.08,61.344,4.718769231,4.138605,0.683631,Agricultural,Prairie,,,15.0,166.0,5268.0,-86.73699299,41.35604002,P15_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,73.9430782,1.042447828,73.9430782,,,,,18091,5810.3,24744.9,15466.4,3062.3,94312.4,9192.4,3.228768e-08,296.8684,284.2088,1039.7712,0.35223144
5270,97.3,2.73,13.6,0.00224,0.783,529470809.0,529.470809,WSCSoy2_Ag_16_M_Co,WSCSoy2,16.0,Ag,M,Co,5270.0,0.00375,25.3,1.846715328,0.00732,1.45,11702.0,1.1702,29.60606,2.161026277,2.135131,0.218908,Agricultural,WSCSoy2,,,8.0,167.0,5270.0,-90.7440433,38.6589929,P8_Ag,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,40.76327434,1.619972313,40.76327434,,,,,29183,989.8,15110.8,530.1,19564.9,22434.9,2563.9,2.632137e-08,298.78442,286.5387,1016.80695,0.39897746
5271,97.2,2.76,12.9,0.00293,0.63,531932232.0,531.932232,Nunemaker_Ag_32_F_Wa,Nunemaker,32.0,Ag,F,Wa,5271.0,0.00115,37.3,2.742647059,0.00596,2.05,11563.0,1.1563,43.12999,3.171322794,3.256927,0.440975,Agricultural,Nunemaker,,,16.0,69.0,5271.0,-95.215847,38.988681,P16_Ag,,,,,,,,2018,Cultivated Crops,Cultivated Crops,47.75578478,1.710170229,47.75578478,,,,,20045,7054.8,19566.8,5187.5,3421.4,40296.8,1713.4,1.2132852e-08,299.45386,286.4504,1047.7438,0.49105367
5277,97.3,2.74,11.8,0.00224,0.783,563734863.0,563.734863,Pontiac_Nat_125_F_Co,Pontiac,125.0,Nat,F,Co,5277.0,0.0247,9.79,0.7589147287,0.0037,1.19,16976.0,1.6976,16.619504,1.288333643,1.110813,0.694699,Natural,Pontiac,,,13.0,170.0,5277.0,-88.62446599,40.87326997,P13_Nat,,,,,,,,2018,"Developed, Low Intensity","Developed, Low Intensity",22.20994475,1.482814351,22.20994475,,,,,17105,13684.8,112573.9,19155.7,18440.1,195493.8,14489.9,2.3720114e-08,297.04355,284.3794,1066.926,0.35993263
5284,97.9,2.11,12.5,0.00186,0.761,549603326.0,549.603326,Pontoon_Nat_113_M_Co,Pontoon,113.0,Nat,M,Co,5284.0,1e-05,12.5,1.059322034,0.00462,0.561,13194.0,1.3194,16.4925,1.397669492,1.082069,0.238257,Natural,Pontoon,,,6.0,171.0,5284.0,-90.068054,38.699066,P6_Nat,,,,,,,,2018,"Developed, Low Intensity",Cultivated Crops,42.34383637,1.522509971,42.34383637,,,,,17119,10957.8,47218.0,11931.3,5652.4,93448.2,5852.5,3.0459518e-08,298.86435,286.64774,1022.4627,0.36846083
